CRASH DATE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
9/29/23,40.74598,-73.760735,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorscooter,,,,
9/29/23,40.680016,-73.87743,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,,,,
9/29/23,40.676647,-73.82236,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
9/29/23,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Sedan,Moped,,,
9/30/23,40.90926,-73.89661,1,0,0,0,0,0,1,0,Failure to Keep Right,Turning Improperly,,,,Moped,Sedan,,,
9/30/23,40.86173,-73.91182,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Moped,,,,
9/30/23,40.860577,-73.90255,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
9/30/23,40.859974,-73.900795,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
9/30/23,40.85935,-73.90117,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Sedan,,,
9/30/23,40.84816,-73.83118,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
9/30/23,40.844578,-73.902695,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
9/30/23,40.8297,-73.87561,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Moped,E-Scooter,,,
9/30/23,40.822834,-73.941925,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,Taxi,Moped,,,
9/30/23,40.816273,-73.918434,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Moped,,,,
9/30/23,40.80153,-73.95256,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
9/30/23,40.76931,-73.901054,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Moped,,,
9/30/23,40.751003,-73.89213,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
9/30/23,40.740273,-73.89586,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
9/30/23,40.702675,-73.86171,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,Motorcycle,Sedan,Sedan,,
9/30/23,40.696335,-73.930504,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,Pick-up Truck,Motorcycle,,,
9/30/23,40.67972,-73.837814,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Motorbike,Sedan,,,
9/30/23,40.651226,-73.94096,1,0,0,0,0,0,1,0,Turning Improperly,,,,,Motorcycle,,,,
9/30/23,40.610844,-73.991776,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
9/30/23,40.59561,-73.77656,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/1/23,40.88357,-73.854965,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,Unspecified,,,Taxi,Motorcycle,Motorbike,,
10/1/23,40.864403,-73.923775,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Motorcycle,,,
10/1/23,40.84139,-73.83468,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Moped,,,,
10/1/23,40.827904,-73.91218,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/1/23,40.825935,-73.85913,2,0,0,0,0,0,2,0,Driver Inexperience,Aggressive Driving/Road Rage,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/1/23,40.82273,-73.91934,1,0,1,0,0,0,0,0,Unspecified,,,,,Moped,,,,
10/1/23,40.790936,-73.968925,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Motorcycle,,,,
10/1/23,40.762093,-73.75691,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,Motorcycle,,,,
10/1/23,40.75624,-73.87887,1,0,0,0,0,0,1,0,Outside Car Distraction,Traffic Control Disregarded,,,,Sedan,Motorcycle,,,
10/1/23,40.712006,-73.903404,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,Sedan,Motorcycle,,,
10/1/23,40.68005,-73.94327,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/1/23,40.662247,-73.90886,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,,,,,Moped,,,,
10/1/23,40.598118,-73.98939,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,Pick-up Truck,Sedan,Sedan,Motorcycle,
10/1/23,40.581917,-73.82978,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
10/1/23,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Sedan,Moped,,,
10/2/23,40.86315,-73.90907,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Motorcycle,,,
10/2/23,40.83449,-73.940056,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/2/23,40.826786,-73.892944,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/2/23,40.81626,-73.91421,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Moped,,,,
10/2/23,40.76635,-73.95103,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Moped,Sedan,Sedan,,
10/2/23,40.753464,-73.93228,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
10/2/23,40.734333,-73.858,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/2/23,40.72362,-73.86032,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
10/2/23,40.71972,-73.98281,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,Sedan,Sedan,Motorcycle,Sedan,
10/2/23,40.718555,-73.988205,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Motorcycle,Sedan,,,
10/2/23,40.704697,-73.79681,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
10/2/23,40.703842,-73.78818,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
10/2/23,40.694427,-73.924255,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Sedan,Moped,,,
10/2/23,40.69142,-73.866516,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
10/2/23,40.684277,-73.78302,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/2/23,40.64591,-74.01317,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/2/23,40.610508,-74.09576,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Sedan,,,
10/2/23,,,1,0,0,0,0,0,1,0,Outside Car Distraction,,,,,Motorcycle,,,,
10/3/23,40.89092,-73.85199,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
10/3/23,40.884655,-73.87976,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,AMBULANCE,,,
10/3/23,40.82256,-73.87101,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/3/23,40.79976,-73.96622,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,AMBULANCE,MOPED,,,
10/3/23,40.78888,-73.78358,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Motorcycle,,,
10/3/23,40.755264,-73.88817,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Taxi,Moped,,,
10/3/23,40.746433,-73.95288,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Moped,,,,
10/3/23,40.734768,-73.87459,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
10/3/23,40.720158,-73.94605,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,Sedan,Moped,,,
10/3/23,40.719692,-73.90159,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
10/3/23,40.7145,-73.957565,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/3/23,40.69614,-73.92726,1,0,0,0,0,0,1,0,Other Vehicular,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
10/3/23,40.673996,-73.92785,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,,,,
10/3/23,40.671864,-73.87834,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/3/23,40.648026,-74.014084,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,Sedan,Motorcycle,Station Wagon/Sport Utility Vehicle,,
10/3/23,40.644306,-73.95179,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
10/3/23,40.591103,-73.96515,2,0,0,0,1,0,1,0,Unspecified,Unspecified,,,,Bike,Motorcycle,,,
10/3/23,40.576385,-73.96718,1,0,0,0,0,0,1,0,View Obstructed/Limited,Unspecified,,,,Sedan,Motorcycle,,,
10/3/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorcycle,,,
10/4/23,40.847366,-73.899506,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Moped,,,
10/4/23,40.838238,-73.876686,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
10/4/23,40.83623,-73.90741,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Sedan,,,
10/4/23,40.807186,-73.924286,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Moped,,,,
10/4/23,40.78294,-73.948044,1,1,0,0,0,0,1,1,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Box Truck,,,
10/4/23,40.764587,-73.90452,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,,,,Motorscooter,Motorscooter,,,
10/4/23,40.759308,-73.944176,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/4/23,40.758266,-73.98547,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,Pedicab,Motorcycle,,,
10/4/23,40.751602,-73.93384,1,0,1,0,0,0,0,0,Unspecified,,,,,Motorbike,,,,
10/4/23,40.7441,-73.99565,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,MOPED,,,,
10/4/23,40.70327,-73.991234,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Motorcycle,,,
10/4/23,40.70004,-73.9361,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/4/23,40.674652,-73.909164,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/4/23,40.633995,-73.91122,1,0,0,0,0,0,1,0,Turning Improperly,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/4/23,40.62826,-74.08039,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Motorcycle,Sedan,,,
10/4/23,40.60559,-74.13178,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/4/23,40.58635,-73.89665,0,0,0,0,0,0,0,0,Other Vehicular,,,,,Motorcycle,,,,
10/4/23,40.586185,-73.98328,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
10/4/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorscooter,Sedan,,,
10/4/23,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Box Truck,Motorcycle,,,
10/4/23,,,1,0,1,0,0,0,0,0,Passing Too Closely,,,,,Moped,,,,
10/5/23,40.848057,-73.90199,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/5/23,40.82691,-73.93103,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Motorcycle,,,
10/5/23,40.75967,-73.92725,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Traffic Control Disregarded,,,,Sedan,Motorcycle,,,
10/5/23,40.75484,-73.98412,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/5/23,40.751453,-73.83228,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
10/5/23,40.725082,-73.99534,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/5/23,40.72106,-73.75945,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
10/5/23,40.716774,-73.821205,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,Motorcycle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
10/5/23,40.702736,-73.80229,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
10/5/23,40.701862,-73.94383,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/5/23,40.696785,-73.95659,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/5/23,40.696087,-73.97533,2,0,0,0,0,0,2,0,Unsafe Speed,,,,,Motorcycle,,,,
10/5/23,40.695705,-73.94637,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/5/23,40.695156,-73.845406,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Sedan,Motorscooter,,,
10/5/23,40.694363,-73.958,4,0,2,0,1,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Bike,,,
10/5/23,40.674118,-73.89839,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
10/5/23,40.66843,-73.94171,0,0,0,0,0,0,0,0,Unspecified,,,,,Motorcycle,,,,
10/5/23,40.65364,-73.965034,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
10/5/23,40.62573,-73.9564,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
10/5/23,40.62133,-74.02866,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Moped,,,,
10/5/23,40.585133,-73.954544,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/5/23,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,Motorcycle,,,,
10/6/23,40.845177,-73.91417,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,Moped,Ambulance,,,
10/6/23,40.840485,-73.93837,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,moped,,,
10/6/23,40.8188,-73.956024,2,0,0,0,1,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Bike,,,
10/6/23,40.779495,-73.95559,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Moped,,,
10/6/23,40.778164,-73.97454,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Taxi,Moped,,,
10/6/23,40.749733,-73.936104,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,,,,
10/6/23,40.737156,-73.87941,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/6/23,40.725838,-73.81644,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Motorcycle,Sedan,,,
10/6/23,40.702557,-73.76233,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Sedan,Motorcycle,,,
10/6/23,40.693874,-73.91777,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorscooter,,,,
10/6/23,40.685024,-73.98612,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,Moped,,,
10/6/23,40.680946,-73.90703,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/6/23,40.661568,-73.95073,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
10/6/23,40.618244,-74.0024,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
10/6/23,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
10/7/23,40.846226,-73.89044,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,Sedan,Moped,,,
10/7/23,40.767227,-73.918915,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
10/7/23,40.721752,-73.94291,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/7/23,40.72103,-73.904106,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,Station Wagon/Sport Utility Vehicle,Sedan,Moped,,
10/7/23,40.69993,-73.90588,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,MOPED,,,
10/7/23,40.670483,-73.89652,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
10/7/23,40.65777,-73.93962,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
10/7/23,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,Moped,,,,
10/8/23,40.859562,-73.86743,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Moped,,,
10/8/23,40.85061,-73.94437,0,1,0,0,0,0,0,1,Unspecified,,,,,Motorcycle,,,,
10/8/23,40.76264,-73.86158,0,1,0,0,0,0,0,1,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,Motorcycle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/8/23,40.749687,-73.99344,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,Motorscooter,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
10/8/23,40.74744,-73.885796,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/8/23,40.73675,-73.87768,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/8/23,40.729767,-73.98974,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,MOPED,,,
10/8/23,40.71507,-73.91327,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/8/23,40.704895,-73.94926,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Motorbike,Sedan,,,
10/8/23,40.69024,-73.9482,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
10/8/23,40.670277,-73.92542,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Moped,,,,
10/8/23,40.658897,-73.8418,1,0,0,0,0,0,1,0,Alcohol Involvement,Driver Inattention/Distraction,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/8/23,40.63073,-74.01734,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/8/23,,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,,,,,Motorcycle,,,,
10/8/23,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
10/9/23,40.861343,-73.86749,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
10/9/23,40.854904,-73.89645,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
10/9/23,40.847107,-73.90843,2,0,0,0,0,0,2,0,Aggressive Driving/Road Rage,Unspecified,,,,Moped,Moped,,,
10/9/23,40.78744,-73.94478,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/9/23,40.752937,-73.92204,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
10/9/23,40.750645,-73.94566,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorscooter,,,,
10/9/23,40.746048,-73.89903,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
10/9/23,40.72224,-73.9863,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
10/9/23,40.701485,-73.91143,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,,Sedan,Station Wagon/Sport Utility Vehicle,Motorcycle,Station Wagon/Sport Utility Vehicle,
10/9/23,40.676964,-73.89895,1,0,0,0,0,0,1,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
10/9/23,40.673267,-73.98952,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Bus,,,
10/9/23,40.664528,-73.9612,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unsafe Speed,,,,Sedan,Moped,,,
10/9/23,40.662487,-73.936005,0,0,0,0,0,0,0,0,Turning Improperly,Eating or Drinking,Unspecified,,,Sedan,Motorcycle,Sedan,,
10/9/23,40.655262,-73.91359,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,Motorcycle,Sedan,,,
10/9/23,40.64204,-74.0204,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Bus,,,
10/10/23,40.882538,-73.82697,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
10/10/23,40.834354,-73.82623,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Sedan,,,
10/10/23,40.832863,-73.94204,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,,,,,Motorcycle,,,,
10/10/23,40.83071,-73.82713,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
10/10/23,40.830135,-73.891884,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,Sedan,Sedan,Moped,,
10/10/23,40.79701,-73.93378,0,0,0,0,0,0,0,0,Unspecified,,,,,Motorcycle,,,,
10/10/23,40.773655,-73.95173,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,Taxi,Moped,,,
10/10/23,40.762264,-73.92603,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
10/10/23,40.76181,-73.8683,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,,,,Motorcycle,Bus,,,
10/10/23,40.752457,-73.89716,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Moped,,,
10/10/23,40.751194,-73.97549,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorcycle,,,
10/10/23,40.697838,-73.97078,1,0,0,0,0,0,1,0,Turning Improperly,Passing or Lane Usage Improper,,,,Sedan,Moped,,,
10/10/23,40.697716,-73.96488,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
10/10/23,40.68039,-73.94956,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,,,,
10/10/23,40.67983,-73.9583,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,,,,
10/10/23,40.678097,-74.00235,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
10/10/23,40.647766,-73.95816,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Sedan,,,
10/10/23,40.647762,-73.97466,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
10/10/23,40.636623,-74.08179,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
10/10/23,40.61326,-73.8203,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
